date,delay,distance,origin,destination,carrier
1151329,-5,399,DCA,BOS,B6
1150840,-12,313,DCA,BDL,B6
1151500,0,892,DCA,RSW,B6
1151820,-10,892,RSW,DCA,B6
1151214,6,399,BOS,DCA,B6
1151535,-3,399,DCA,BOS,B6
1151559,15,634,DCA,JAX,B6
1151335,31,634,JAX,DCA,B6
1151140,-5,857,PBI,DCA,B6
1150700,-3,759,DCA,MCO,B6
1151142,10,759,MCO,DCA,B6
1151930,14,814,DCA,TPA,B6
1151211,-4,474,BOS,RIC,B6
1151130,-3,474,RIC,BOS,B6
1151655,-4,399,DCA,BOS,B6
1151717,-6,399,BOS,DCA,B6
1151435,2,759,DCA,MCO,B6
1151855,-3,759,MCO,DCA,B6
1151217,-18,444,DCA,CHS,B6
1151338,-5,444,CHS,DCA,B6
1150901,-5,474,BOS,RIC,B6
1151915,-8,399,BOS,DCA,B6
1152000,-8,399,DCA,BOS,B6
1152000,6,313,DCA,BDL,B6
1151553,-1,805,RIC,FLL,B6
1152040,-8,805,FLL,RIC,B6
1151535,24,399,BOS,DCA,B6
1151755,41,399,DCA,BOS,B6
1151439,10,474,RIC,BOS,B6
1152055,-8,399,BOS,DCA,B6
1150700,-6,399,DCA,BOS,B6
1150646,-6,228,IAD,JFK,B6
1151000,-7,759,DCA,MCO,B6
1151835,-5,413,BOS,IAD,B6
1150629,-8,899,DCA,FLL,B6
1151631,17,474,BOS,RIC,B6
1151859,64,474,RIC,BOS,B6
1150801,-1,228,JFK,IAD,B6
1150841,151,228,IAD,JFK,B6
1150800,10,1554,DCA,SJU,B6
1151904,1,1554,SJU,DCA,B6
1150813,1,667,RIC,MCO,B6
1151325,2,667,MCO,RIC,B6
1151030,-9,899,DCA,FLL,B6
1151354,-3,899,FLL,DCA,B6
1151750,-4,228,JFK,IAD,B6
1151240,0,899,DCA,FLL,B6
1150940,-6,899,FLL,DCA,B6
1152042,97,899,FLL,DCA,B6
1150600,-5,399,DCA,BOS,B6
1151945,-5,228,IAD,JFK,B6
1151359,-2,612,DCA,ORD,AA
1151025,-9,612,ORD,DCA,AA
1150600,-4,919,DCA,MIA,AA
1152110,-7,919,MIA,DCA,AA
1151800,0,1192,DFW,DCA,AA
1151608,5,759,MCO,DCA,B6
1152015,-9,759,DCA,MCO,B6
1150800,-4,759,MCO,DCA,B6
1150920,-6,634,DCA,JAX,B6
1150940,-10,634,JAX,DCA,B6
1151050,33,547,ATL,DCA,DL
1151400,2,547,DCA,ATL,DL
1150910,-1,534,ATL,IAD,DL
1151920,-3,547,ATL,DCA,DL
1151259,0,547,DCA,ATL,DL
1151845,0,931,DCA,MSP,DL
1151500,-2,931,MSP,DCA,DL
1150705,13,481,RIC,ATL,DL
1150700,7,534,IAD,ATL,DL
1151820,1,547,ATL,DCA,DL
1151255,75,405,DCA,DTW,DL
1151027,101,405,DTW,DCA,DL
1151454,13,931,DCA,MSP,DL
1151054,-3,931,MSP,DCA,DL
1150605,-5,405,DCA,DTW,DL
1150940,-3,1851,SLC,DCA,DL
1151720,29,547,ATL,DCA,DL
1151500,-1,547,DCA,ATL,DL
1151900,-1,534,ATL,IAD,DL
1152030,-4,547,ATL,DCA,DL
1150730,-1,1851,DCA,SLC,DL
1151634,1,1851,DCA,SLC,DL
1151640,1,931,DCA,MSP,DL
1150600,3,547,DCA,ATL,DL
1150659,-1,547,DCA,ATL,DL
1150727,-5,516,ATL,ORF,DL
1150939,-2,516,ORF,ATL,DL
1151951,52,481,ATL,RIC,DL
1151105,-1,534,ATL,IAD,DL
1151330,12,534,IAD,ATL,DL
1150800,-1,547,DCA,ATL,DL
1151520,70,405,DTW,DCA,DL
1151432,-3,481,ATL,RIC,DL
1151639,2,481,RIC,ATL,DL
1150700,-2,516,ORF,ATL,DL
1151735,-3,931,MSP,DCA,DL
1151516,0,534,ATL,IAD,DL
1151702,0,481,ATL,RIC,DL
1151912,-4,481,RIC,ATL,DL
1151025,-2,516,ATL,ORF,DL
1151250,-5,516,ORF,ATL,DL
1150900,-6,547,DCA,ATL,DL
1151220,-3,547,ATL,DCA,DL
1150535,14,516,ORF,ATL,DL
1150735,-6,405,DCA,DTW,DL
1151730,13,516,ATL,ORF,DL
1151540,0,481,ATL,RIC,DL
1151805,0,481,RIC,ATL,DL
1150725,-11,481,ATL,RIC,DL
1150938,-5,481,RIC,ATL,DL
1151539,5,516,ATL,ORF,DL
1151759,0,516,ORF,ATL,DL
1151910,-1,457,ATL,CHO,DL
1151910,12,534,IAD,ATL,DL
1151645,21,534,ATL,IAD,DL
1150710,-5,357,ROA,ATL,DL
1150725,-3,534,ATL,IAD,DL
1150940,-3,534,IAD,ATL,DL
1152145,17,547,ATL,DCA,DL
1151100,-1,547,DCA,ATL,DL
1150720,-4,405,DTW,DCA,DL
1150730,-5,931,MSP,DCA,DL
1151210,-4,481,ATL,RIC,DL
1151432,-4,481,RIC,ATL,DL
1151000,8,547,DCA,ATL,DL
1150640,-9,457,CHO,ATL,DL
1150920,-1,547,ATL,DCA,DL
1151002,0,481,ATL,RIC,DL
1151220,-1,481,RIC,ATL,DL
1151130,-5,534,IAD,ATL,DL
1151950,18,405,DTW,DCA,DL
1150820,3,547,ATL,DCA,DL
1150948,-2,405,DCA,DTW,DL
1150610,-5,534,IAD,ATL,DL
1151746,9,534,IAD,ATL,DL
1150730,-6,547,ATL,DCA,DL
1151305,-4,931,MSP,DCA,DL
1151620,0,547,ATL,DCA,DL
1151600,-5,547,DCA,ATL,DL
1151500,-3,405,DCA,DTW,DL
1150550,-4,481,RIC,ATL,DL
1151145,-10,931,DCA,MSP,DL
1152200,0,481,ATL,RIC,DL
1151520,-4,547,ATL,DCA,DL
1151710,10,547,DCA,ATL,DL
1151730,61,405,DCA,DTW,DL
1150830,-2,931,DCA,MSP,DL
1152200,8,516,ATL,ORF,DL
1151420,-1,547,ATL,DCA,DL
1151759,0,547,DCA,ATL,DL
1151210,3,516,ATL,ORF,DL
1151423,0,516,ORF,ATL,DL
1151726,-2,405,DTW,DCA,DL
1151935,-4,405,DCA,DTW,DL
1150620,-4,931,DCA,MSP,DL
1151926,2,931,MSP,DCA,DL
1151414,-2,516,ATL,ORF,DL
1151628,-1,516,ORF,ATL,DL
1152059,1,357,ATL,ROA,DL
1151320,-1,547,ATL,DCA,DL
1151900,-3,547,DCA,ATL,DL
1151225,-3,405,DTW,DCA,DL
1152000,13,547,DCA,ATL,DL
1151702,1,1851,SLC,DCA,DL
1152044,-2,534,ATL,IAD,DL
1151735,-10,444,DCA,CHS,B6
1152059,18,413,IAD,BOS,B6
1150637,35,474,BOS,RIC,B6
1150908,29,474,RIC,BOS,B6
1152145,9,228,JFK,IAD,B6
1151858,7,899,DCA,FLL,B6
1151618,-10,899,FLL,DCA,B6
1150610,-8,399,BOS,DCA,B6
1151434,0,310,DCA,CLE,EV
1151657,14,717,ORF,ORD,EV
1151310,10,642,ORD,RIC,EV
1151233,16,717,ORF,ORD,EV
1152107,17,277,EWR,RIC,EV
1150605,-6,288,CLE,IAD,EV
1151728,-8,310,DCA,CLE,EV
1151242,-6,310,CLE,DCA,EV
1150900,-3,717,ORD,ORF,EV
1150836,-9,310,CLE,DCA,EV
1150639,15,199,EWR,DCA,EV
1151950,-5,288,CLE,IAD,EV
1151700,-8,288,IAD,CLE,EV
1150710,-14,531,ROA,ORD,EV
1151930,-5,277,EWR,RIC,EV
1151029,-6,310,DCA,CLE,EV
1150527,-9,1190,IAD,IAH,EV
1150824,0,199,DCA,EWR,EV
1151550,-6,277,EWR,RIC,EV
1151704,-7,310,CLE,DCA,EV
1150828,-2,157,IAD,ORF,EV
1150550,-5,296,SYR,IAD,EV
1151343,46,284,ORF,EWR,EV
1151441,1,212,EWR,IAD,EV
1151829,17,199,DCA,EWR,EV
1151511,-2,199,EWR,DCA,EV
1152005,-6,199,DCA,EWR,EV
1150613,-373,277,RIC,EWR,EV
1151536,-11,310,CLE,DCA,EV
1151856,-10,310,DCA,CLE,EV
1150711,57,277,RIC,EWR,EV
1151649,16,199,EWR,DCA,EV
1152129,-1,199,EWR,DCA,EV
1151434,-6,384,GSP,IAD,EV
1151710,1,419,IAD,TYS,EV
1151650,-6,212,IAD,EWR,EV
1151013,-7,288,CLE,IAD,EV
1152043,-6,310,CLE,DCA,EV
1150824,-5,288,IAD,CLE,EV
1151750,1,199,EWR,DCA,EV
1151447,-3,299,CMH,IAD,EV
1151705,-3,239,IAD,GSO,EV
1151616,-2,642,ORD,RIC,EV
1151238,-6,299,IAD,CMH,EV
1151654,3,199,DCA,EWR,EV
1151433,-13,283,BUF,IAD,EV
1151721,-10,288,IAD,ROC,EV
1151637,30,642,RIC,ORD,EV
1150600,-5,284,ORF,EWR,EV
1151250,-5,1157,IAH,RIC,EV
1151742,2,1157,RIC,IAH,EV
1151230,-10,384,IAD,GSP,EV
1150944,7,515,SAV,IAD,EV
1150600,-8,310,DCA,CLE,EV
1152223,-2,284,EWR,ORF,EV
1151430,15,515,SAV,IAD,EV
1151916,8,419,TYS,IAD,EV
1151152,48,284,EWR,ORF,EV
1150710,-4,199,DCA,EWR,EV
1150743,-463,642,RIC,ORD,EV
1152135,-16,199,DCA,EWR,EV
1151216,-5,357,ATL,ROA,EV
1151400,-9,357,ROA,ATL,EV
1151945,-6,908,MSP,IAD,EV
1152045,15,305,LGA,CHO,EV
1150706,-10,305,CHO,LGA,EV
1151515,-5,508,ATL,PHF,EV
1151718,8,508,PHF,ATL,EV
1150700,-1,474,BOS,RIC,EV
1151215,-6,474,RIC,BOS,EV
1150615,-2,292,RIC,LGA,EV
1151430,0,474,BOS,RIC,EV
1152135,-5,405,DTW,DCA,EV
1150909,-1,357,ATL,ROA,EV
1151055,-5,357,ROA,ATL,EV
1151530,-7,292,LGA,RIC,EV
1151112,71,529,ORF,DTW,EV
1151026,5,457,ATL,CHO,EV
1151225,-7,457,CHO,ATL,EV
1152101,0,508,ATL,PHF,EV
1150625,-4,508,PHF,ATL,EV
1151141,-3,508,ATL,PHF,EV
1151343,-4,508,PHF,ATL,EV
1150600,-7,456,RIC,DTW,EV
1151918,-3,970,MSP,RIC,EV
1150852,1,970,RIC,MSP,EV
1151900,-6,292,LGA,RIC,EV
1150632,24,474,RIC,BOS,EV
1151445,30,457,ATL,CHO,EV
1151638,37,457,CHO,ATL,EV
1150905,22,508,ATL,PHF,EV
1151105,11,508,PHF,ATL,EV
1150905,67,296,LGA,ORF,EV
1150940,-5,534,ATL,IAD,EV
1151700,43,474,RIC,BOS,EV
1151000,-6,292,RIC,LGA,EV
1151935,-2,456,DTW,RIC,EV
1151915,171,474,BOS,RIC,EV
1151232,-5,326,IAD,BDL,EV
1150603,-5,229,LGA,IAD,EV
1151250,-7,182,IAD,PIT,EV
1150920,-11,372,PVD,IAD,EV
1151942,-1,182,PIT,IAD,EV
1151922,-7,229,LGA,IAD,EV
1150820,0,292,LGA,RIC,EV
1151454,-2,357,ATL,ROA,EV
1151645,18,357,ROA,ATL,EV
1150725,-6,908,IAD,MSP,EV
1151415,-3,456,DTW,RIC,EV
1151644,-5,456,RIC,DTW,EV
1152157,-3,288,IAD,ROC,EV
1151743,8,292,RIC,LGA,EV
1151352,-2,508,ATL,PHF,EV
1151550,1,508,PHF,ATL,EV
1151427,-5,326,BDL,IAD,EV
1151719,46,182,IAD,PIT,EV
1151231,-9,401,IAD,CAE,EV
1151015,125,229,LGA,IAD,EV
1152153,13,534,IAD,ATL,EV
1150555,155,326,BDL,IAD,EV
1150837,14,182,IAD,PIT,EV
1151400,-3,534,ATL,IAD,EV
1151231,-9,229,IAD,LGA,EV
1150832,-4,534,IAD,ATL,EV
1150601,-3,182,PIT,IAD,EV
1151234,98,372,IAD,PVD,EV
1151011,23,182,PIT,IAD,EV
1151655,15,534,IAD,ATL,EV
1151438,-9,182,PIT,IAD,EV
1151712,-9,229,IAD,LGA,EV
1151427,93,372,PVD,IAD,EV
1151701,-5,401,IAD,CAE,EV
1151433,-2,229,LGA,IAD,EV
1151912,-4,401,CAE,IAD,EV
1152157,-4,326,IAD,BDL,EV
1151921,15,534,ATL,IAD,EV
1152150,-1,182,IAD,PIT,EV
1150816,130,229,IAD,LGA,EV
1151432,-10,401,CAE,IAD,EV
1151712,-6,372,IAD,PVD,EV
1150935,-11,401,CAE,IAD,EV
1152153,-8,229,IAD,LGA,EV
1152154,-11,401,IAD,CAE,EV
1151935,-3,212,EWR,IAD,EV
1151927,-10,288,ROC,IAD,EV
1151320,-2,717,ORD,ORF,EV
1151915,-5,239,GSO,IAD,EV
1152152,90,157,IAD,ORF,EV
1151428,-6,239,GSO,IAD,EV
1151720,-6,515,IAD,SAV,EV
1150822,2,212,IAD,EWR,EV
1150545,3,288,ROC,IAD,EV
1151130,-7,1476,DEN,DCA,F9
1151725,0,1476,DCA,DEN,F9
1152255,-1,2065,LAS,IAD,F9
1150820,-9,921,IAD,MIA,F9
1151150,-5,921,MIA,IAD,F9
1151510,4,859,IAD,PBI,F9
1151830,5,859,PBI,IAD,F9
1150715,-4,758,IAD,MCO,F9
1151020,-8,758,MCO,IAD,F9
1151305,-5,758,IAD,MCO,F9
1151610,-3,758,MCO,IAD,F9
1151855,-4,2065,IAD,LAS,F9
1151650,-9,1476,DEN,DCA,F9
1150605,-10,891,IAD,RSW,F9
1150935,-17,891,RSW,IAD,F9
1151245,-6,534,IAD,ATL,F9
1151420,-3,534,ATL,IAD,F9
1151650,-9,901,IAD,FLL,F9
1152020,-11,901,FLL,IAD,F9
1150715,0,1476,DCA,DEN,F9
1150745,-11,1476,DEN,DCA,F9
1151332,-5,1476,DCA,DEN,F9
1150606,-4,212,EWR,IAD,EV
1151234,-4,212,IAD,EWR,EV
1152152,-6,212,IAD,EWR,EV
1151015,10,212,EWR,IAD,EV
1151230,-8,239,IAD,GSO,EV
1151231,-11,283,IAD,BUF,EV
1151011,-6,157,ORF,IAD,EV
1151525,-3,642,ORD,RIC,MQ
1151845,-2,642,RIC,ORD,MQ
1150745,-5,642,ORD,RIC,MQ
1151106,-7,642,RIC,ORD,MQ
1152145,21,213,JFK,DCA,MQ
1151530,-930,290,JFK,ORF,MQ
1151729,5,213,JFK,DCA,MQ
1151048,0,213,DCA,JFK,MQ
1150848,-6,213,JFK,DCA,MQ
1151620,-9,296,LGA,ORF,MQ
1151825,-7,296,ORF,LGA,MQ
1151425,-7,305,CHO,LGA,MQ
1151229,7,305,LGA,CHO,MQ
1151935,4,213,DCA,JFK,MQ
1151745,-1065,802,ORF,MIA,MQ
1152010,-4,802,MIA,ORF,MQ
1151511,-2,213,DCA,JFK,MQ
1151305,-2,213,JFK,DCA,MQ
1150610,23,213,DCA,JFK,MQ
1151945,-5,199,EWR,DCA,EV
1150615,-7,157,ORF,IAD,EV
1151215,19,515,IAD,SAV,EV
1151701,-3,277,RIC,EWR,EV
1151908,4,1157,IAH,RIC,EV
1150800,3,1157,RIC,IAH,EV
1150931,-2,802,MIA,ORF,MQ
1150610,-2,802,ORF,MIA,MQ
1150941,-6,296,LGA,ORF,MQ
1151138,-4,296,ORF,LGA,MQ
1152058,4,642,ORD,RIC,MQ
1151045,-645,612,DCA,ORD,OO
1151445,-1,612,DCA,ORD,OO
1150732,5,717,ORF,ORD,OO
1151425,123,567,ORD,CHO,OO
1152010,66,567,ORD,CHO,OO
1150616,-4,567,CHO,ORD,OO
1151729,126,567,CHO,ORD,OO
1150730,-9,383,DTW,IAD,OO
1150938,-6,383,IAD,DTW,OO
1151200,52,612,ORD,DCA,OO
1150600,-4,612,DCA,ORD,OO
1151257,-2,1201,IAH,ORF,OO
1151732,10,1201,ORF,IAH,OO
1151323,-803,290,ORF,JFK,MQ
1151255,15,213,DCA,JFK,MQ
1151110,6,213,JFK,DCA,MQ
1152100,-4,717,ORD,ORF,OO
1151545,26,612,DCA,ORD,OO
1151100,32,612,ORD,DCA,OO
1151700,6,612,ORD,DCA,OO
1150700,-420,612,ORD,DCA,OO
1151011,4,1452,DEN,IAD,UA
1151741,-1,2253,IAD,SAN,UA
1151540,-4,758,MCO,IAD,UA
1151859,0,2419,IAD,SFO,UA
1150740,-10,2065,LAS,IAD,UA
1151710,2,1190,IAD,IAH,UA
1151739,12,1208,DCA,IAH,UA
1151230,-7,811,IAD,TPA,UA
1150727,-1,1190,IAH,IAD,UA
1151559,-5,1190,IAH,IAD,UA
1151554,-9,1208,IAH,DCA,UA
1150907,-8,1208,IAH,DCA,UA
1151303,-5,1208,IAH,DCA,UA
1150935,-2,413,BOS,IAD,UA
1151221,-4,1190,IAD,IAH,UA
1150945,-2,642,RIC,ORD,UA
1151349,0,1208,DCA,IAH,UA
1151150,-6,1190,IAH,IAD,UA
1150820,-3,2419,IAD,SFO,UA
1151323,2,2065,LAS,IAD,UA
1150805,-6,2306,SEA,IAD,UA
1150745,-4,612,DCA,ORD,UA
1151602,-2,1452,IAD,DEN,UA
1150830,-6,1452,DEN,IAD,UA
1150600,-7,612,ORD,DCA,UA
1150945,7,612,DCA,ORD,UA
1151301,-1,612,ORD,DCA,UA
1151401,-6,612,ORD,DCA,UA
1151645,8,612,DCA,ORD,UA
1151745,1,612,DCA,ORD,UA
1151438,0,2419,IAD,SFO,UA
1151245,0,1452,DEN,IAD,UA
1151050,-4,2419,SFO,IAD,UA
1150930,12,1452,IAD,DEN,UA
1151400,-7,1452,DEN,IAD,UA
1150815,-5,1190,IAD,IAH,UA
1150835,-6,413,IAD,BOS,UA
1151815,19,642,ORD,RIC,UA
1150800,-5,589,IAD,ORD,UA
1151654,-1,2288,IAD,LAX,UA
1271301,1,2288,LAX,IAD,UA
1151212,8,1208,DCA,IAH,UA
1151732,25,1452,IAD,DEN,UA
1151354,1,2442,SFO,DCA,UA
1151600,10,1476,DCA,DEN,UA
1150820,-4,2065,IAD,LAS,UA
1151814,15,589,ORD,IAD,UA
1152206,7,758,IAD,MCO,UA
1151703,7,758,IAD,MCO,UA
1151310,7,589,ORD,IAD,UA
1292316,1,2288,LAX,IAD,UA
1151226,51,1452,IAD,DEN,UA
1152156,12,1452,IAD,DEN,UA
1151654,21,589,IAD,ORD,UA
1150805,-7,2253,SAN,IAD,UA
1151241,-1,589,IAD,ORD,UA
1150820,-4,758,IAD,MCO,UA
1151220,3,2288,IAD,LAX,UA
1150955,2,589,IAD,ORD,UA
1300810,1,2288,LAX,IAD,UA
1151818,10,2065,IAD,LAS,UA
1150845,-3,1956,PHX,IAD,UA
1150759,11,1208,DCA,IAH,UA
1150826,2,2288,IAD,LAX,UA
1151557,1,2288,IAD,LAX,UA
1151959,-2,2419,IAD,SFO,UA
1311113,1,2288,LAX,IAD,UA
1150826,1,1452,IAD,DEN,UA
1151231,-2,2419,IAD,SFO,UA
1150927,-4,758,MCO,IAD,UA
1152159,16,1190,IAD,IAH,UA
1151845,-2,811,TPA,IAD,UA
1150845,-5,589,ORD,IAD,UA
1151349,25,758,MCO,IAD,UA
1152312,2,2419,SFO,IAD,UA
1151300,11,2419,SFO,IAD,UA
1151250,-6,1190,IAH,IAD,UA
1010950,-4,2288,LAX,IAD,AA
1151740,23,1956,IAD,PHX,UA
1151359,30,811,TPA,IAD,UA
1151634,1,2419,SFO,IAD,UA
1151115,-1,1452,DEN,IAD,UA
1151540,6,1452,DEN,IAD,UA
1152231,2,2419,SFO,IAD,UA
1150905,-7,811,TPA,IAD,UA
1151618,-4,589,ORD,IAD,UA
1150711,0,1452,IAD,DEN,UA
1151907,8,1208,IAH,DCA,UA
1151230,-2,758,IAD,MCO,UA
1151746,-2,2288,IAD,LAX,UA
1150730,5,2419,SFO,IAD,UA
1151524,-4,1208,DCA,IAH,UA
1150736,-3,1208,IAH,DCA,UA
1150956,0,1476,DEN,DCA,UA
1151900,4,758,MCO,IAD,UA
1151801,4,612,ORD,DCA,UA
1151756,0,2306,IAD,SEA,UA
1150833,8,2419,SFO,IAD,UA
1151853,0,2288,IAD,LAX,UA
1150826,-3,2253,IAD,SAN,UA
1150700,7,1208,DCA,IAH,UA
1150830,4,2442,DCA,SFO,UA
1151306,62,2253,SAN,IAD,UA
1150815,2,811,IAD,TPA,UA
1151626,4,2419,IAD,SFO,UA
1150645,70,2419,IAD,SFO,UA
1151031,-8,1208,IAH,DCA,UA
1151945,26,1452,DEN,IAD,UA
1151729,200,1452,DEN,IAD,UA
1151738,12,811,IAD,TPA,UA
1151726,-5,2419,IAD,SFO,UA
1012205,0,2288,LAX,IAD,UA
1150600,-7,399,BOS,DCA,US
1150630,-6,399,DCA,BOS,US
1150700,-6,399,BOS,DCA,US
1150730,-7,399,DCA,BOS,US
1150800,-7,399,BOS,DCA,US
1150830,7,399,DCA,BOS,US
1150900,-9,399,BOS,DCA,US
1150930,28,399,DCA,BOS,US
1151000,127,399,BOS,DCA,US
1151030,-6,399,DCA,BOS,US
1151100,7,399,BOS,DCA,US
1151130,-5,399,DCA,BOS,US
1151200,-6,399,BOS,DCA,US
1151230,-750,399,DCA,BOS,US
1151300,-7,399,BOS,DCA,US
1151330,4,399,DCA,BOS,US
1151400,-8,399,BOS,DCA,US
1151430,8,399,DCA,BOS,US
1151500,-900,399,BOS,DCA,US
1151530,-3,399,DCA,BOS,US
1151600,-3,399,BOS,DCA,US
1151630,-6,399,DCA,BOS,US
1151700,0,399,BOS,DCA,US
1151730,23,399,DCA,BOS,US
1151800,-4,399,BOS,DCA,US
1151830,33,399,DCA,BOS,US
1151900,-5,399,BOS,DCA,US
1151930,49,399,DCA,BOS,US
1152000,25,399,BOS,DCA,US
1152100,33,399,DCA,BOS,US
1152100,2,399,BOS,DCA,US
1152200,-5,399,DCA,BOS,US
1150600,35,214,DCA,LGA,US
1150600,-7,214,LGA,DCA,US
1150700,-6,214,DCA,LGA,US
1150700,-6,214,LGA,DCA,US
1150800,-6,214,DCA,LGA,US
1150800,20,214,LGA,DCA,US
1150900,-1,214,DCA,LGA,US
1150900,-8,214,LGA,DCA,US
1151000,12,214,DCA,LGA,US
1151000,-7,214,LGA,DCA,US
1151100,-1,214,DCA,LGA,US
1151100,3,214,LGA,DCA,US
1151200,0,214,DCA,LGA,US
1151200,-5,214,LGA,DCA,US
1151300,-6,214,DCA,LGA,US
1151300,-11,214,LGA,DCA,US
1151400,-4,214,DCA,LGA,US
1151400,-7,214,LGA,DCA,US
1151500,-4,214,DCA,LGA,US
1151500,-9,214,LGA,DCA,US
1151600,-3,214,DCA,LGA,US
1151600,-5,214,LGA,DCA,US
1151700,-9,214,DCA,LGA,US
1151700,-3,214,LGA,DCA,US
1151800,-6,214,DCA,LGA,US
1151800,-5,214,LGA,DCA,US
1151900,-6,214,DCA,LGA,US
1151900,4,214,LGA,DCA,US
1152000,-2,214,DCA,LGA,US
1152000,-7,214,LGA,DCA,US
1152200,-5,214,DCA,LGA,US
1152100,-6,214,LGA,DCA,US
1010820,-4,2288,LAX,IAD,VX
1011050,-5,2288,LAX,IAD,VX
1150810,-3,2442,SFO,DCA,VX
1151700,21,2442,DCA,SFO,VX
1151000,-3,2419,IAD,SFO,VX
1151125,-3,1184,DCA,DAL,VX
1150700,-12,1184,DAL,DCA,VX
1150730,-3,1184,DCA,DAL,VX
1151410,-5,1184,DAL,DCA,VX
1151835,4,1184,DCA,DAL,VX
1151820,26,2419,IAD,SFO,VX
1150930,8,2419,SFO,IAD,VX
1151805,-5,1184,DAL,DCA,VX
1150900,-2,2288,IAD,LAX,VX
1151405,-3,2419,SFO,IAD,VX
1151705,2,2288,IAD,LAX,VX
1151330,-9,2089,LAS,DCA,US
1151550,-1,1979,PHX,DCA,US
1151700,13,1979,DCA,PHX,US
1150947,-3,1979,PHX,DCA,US
1150825,-2,2089,DCA,LAS,US
1150653,-4,257,RIC,CLT,US
1150700,-6,1979,DCA,PHX,US
1151720,-4,331,DCA,CLT,US
1151025,-4,1979,DCA,PHX,US
1151340,-6,1979,PHX,DCA,US
1150850,-10,814,TPA,DCA,US
1151640,-4,331,CLT,DCA,US
1150525,0,257,RIC,CLT,US
1151730,20,119,PHL,DCA,US
1151946,10,331,CLT,DCA,US
1150835,-10,759,DCA,MCO,US
1151154,-8,759,MCO,DCA,US
1152225,-4,290,CLT,ORF,US
1150940,-2,331,CLT,DCA,US
1151135,-5,331,CLT,DCA,US
1150740,-5,331,CLT,DCA,US
1150515,0,290,ORF,CLT,US
1151300,-5,331,CLT,DCA,US
1151610,-8,814,DCA,TPA,US
1151920,-4,814,TPA,DCA,US
1151750,-1,331,CLT,DCA,US
1151945,-6,857,DCA,PBI,US
1150700,-8,857,PBI,DCA,US
1151345,-2,331,DCA,CLT,US
1151455,-3,331,CLT,DCA,US
1151015,-3,892,DCA,RSW,US
1151350,6,892,RSW,DCA,US
1151559,-7,892,DCA,RSW,US
1151920,-16,892,RSW,DCA,US
1151010,-5,814,DCA,TPA,US
1151318,-4,814,TPA,DCA,US
1150659,0,331,DCA,CLT,US
1151515,-3,119,DCA,PHL,US
1151145,-1,814,DCA,TPA,US
1151500,-7,814,TPA,DCA,US
1151045,-6,331,DCA,CLT,US
1150700,-7,899,FLL,DCA,US
1151134,0,759,DCA,MCO,US
1151435,-4,759,MCO,DCA,US
1151505,-5,759,DCA,MCO,US
1151815,-5,759,MCO,DCA,US
1151755,-4,759,DCA,MCO,US
1151935,-3,759,DCA,MCO,US
1151000,-3,759,DCA,MCO,US
1151308,-19,759,MCO,DCA,US
1151610,87,257,CLT,RIC,US
1151100,3,290,ORF,CLT,US
1150845,-12,759,MCO,DCA,US
1150555,-13,759,MCO,DCA,US
1150535,-4,331,DCA,CLT,US
1150710,0,290,ORF,CLT,US
1152215,-3,331,CLT,DCA,US
1151750,91,257,RIC,CLT,US
1152220,-1,257,CLT,RIC,US
1152000,-2,331,DCA,CLT,US
1152020,-8,290,CLT,ORF,US
1150914,-2,290,CLT,ORF,US
1151755,-2,899,DCA,FLL,US
1150835,-2,857,DCA,PBI,US
1151155,-8,857,PBI,DCA,US
1151740,-1,814,DCA,TPA,US
1151455,-4,899,DCA,FLL,US
1151840,-4,899,FLL,DCA,US
1150920,-1,331,DCA,CLT,US
1150830,-4,899,DCA,FLL,US
1151158,-8,899,FLL,DCA,US
1152015,-5,257,CLT,RIC,US
1151750,53,257,CLT,RIC,US
1151935,43,257,RIC,CLT,US
1151530,-3,331,DCA,CLT,US
1151155,-11,331,DCA,CLT,US
1150835,-6,159,BWI,ORF,WN
1152210,12,159,BWI,ORF,WN
1151200,-7,159,BWI,ORF,WN
1150855,2,2065,LAS,IAD,WN
1152025,12,159,ORF,BWI,WN
1150820,-1,159,ORF,BWI,WN
1151320,11,159,ORF,BWI,WN
1151000,-9,655,ORF,MCO,WN
1151655,13,704,ORF,MDW,WN
1151315,0,481,RIC,ATL,WN
1150620,-4,481,RIC,ATL,WN
1151625,0,481,RIC,ATL,WN
1150700,155,667,RIC,MCO,WN
1151250,-2,892,RSW,DCA,WN
1150940,3,2253,SAN,IAD,WN
1151910,-10,719,STL,DCA,WN
1150840,-2,719,STL,DCA,WN
1151535,-6,719,STL,DCA,WN
1150845,0,814,TPA,DCA,WN
1151350,-4,274,CAK,DCA,WN
1151000,-6,1184,DAL,DCA,WN
1150625,-2,1184,DAL,DCA,WN
1151810,-4,1184,DAL,DCA,WN
1151235,5,1184,DAL,DCA,WN
1151510,1,1184,DAL,DCA,WN
1152010,12,1184,DAL,DCA,WN
1150905,20,547,DCA,ATL,WN
1151650,7,547,DCA,ATL,WN
1150600,-3,547,DCA,ATL,WN
1151205,-1,547,DCA,ATL,WN
1152055,-5,547,DCA,ATL,WN
1151420,0,547,DCA,ATL,WN
1151655,14,1315,DCA,AUS,WN
1151535,-3,562,DCA,BNA,WN
1151200,-8,562,DCA,BNA,WN
1150610,-8,562,DCA,BNA,WN
1152050,12,274,DCA,CAK,WN
